MRCO_36647, material-9, jacarandá | madeira
MCHE_70862, materiais, Linha de Algodão | Linho
MINC_228510, material, 
MINC_116679, material, Ferro
MCBC_10490, material, Madeira | Metal | Tinta
MCBC_10281, material, Madeira
MINC_31739, material, Madeira > Jacarandá | Latão
MRSJ_15460, material-3, Folha de Ouro | Porcelana | Tinta
MINC_173795, material, Ferro | Madeira
MCHE_54009, materiais, Madeira | Mármore
MINC_43218, material, Madeira | Tintas
MCBC_9434, material, Argila | Vidro > Cristal | Metal
MCHE_52993, materiais, Cerâmica | Pó de Ouro
MBAN_5078, material, Madeira > Jacarandá | Fibra > Fibra Vegetal > Palhinha
MCHE_44790, materiais, Cobre | Cristal Bacará
MINC_10437, material, Ferro | Latão | Vidro
MINC_224111, material, 
MCHE_58993, materiais, Prata
MBAN_14799, material, Metal > Bronze
MINC_227567, material, 
MBAN_6020, material, Madeira
MINC_42493, material, Madeira > Jacarandá | Madeira | Metal
MRSJ_28596, material-3, Folha de Ouro | Porcelana | Tinta
MRCO_36551, material-9, folha de ouro | madeira | tinta
MCBC_11431, material, Metal | Tinta
MCHE_49103, materiais, Cobre | Cristal Bacará
MCHE_47596, materiais, Cerâmica | Pó de Ouro
MRCO_36511, material-9, madeira | palinha
MCHA_27532, materiais_tecnicas-2, Vidro
MCHE_52477, materiais, Cerâmica | Pó de Ouro
MCHE_68252, materiais, Cerâmica | Pó de Ouro
MCBC_10911, material, Madeira | Palhinha
MINC_209499, material, Palha > Junco | Madeira
MINC_148485, material, Ferro
MINC_72765, material, Madeira
MCHE_74079, materiais, Gesso | Madeira | Pó de Ouro
MINC_139735, material, Folha-de-flandres | Vidro
MCHE_51450, materiais, Cristal
MCBC_9558, material, Linha | Tecido > Linho
MINC_162199, material, Latão
MCHE_63515, materiais, Cerâmica | Pó de Ouro
MCHE_42668, materiais, Metal | Vinhático
MINC_156040, material, Madeira | Ouro
MRCO_36484, material-9, madeira
MCHE_42482, materiais, Prata
MINC_140328, material, Folha-de-flandres | Tintas
MHNA_162724, material, aço | prata
MCHE_67682, materiais, Madeira | Palhinha
MINC_224416, material, 
MHNA_167771, material, prata
MHNA_163019, material, prata
MCBC_11676, material, Madeira > Ébano | Metal
MCBC_11682, material, Madeira > Ébano | Metal
MINC_226866, material, 
MCBC_11109, material, Madeira | Metal | Vidro
MHNA_163115, material, prata
MINC_172907, material, Madeira
MCHE_46018, materiais, Linha de Algodão | Linho
MCHA_19927, materiais_tecnicas-2, Porcelana
MCHE_54289, materiais, Prata
MINC_125209, material, Madeira > Jacarandá | Madeira > Vinhático
MRSJ_22955, material-3, Madeira | Palhinha
MCBC_10755, material, Vidro > Cristal
MCHE_71223, materiais, Madeira | Mármore
MCHE_66215, materiais, Cerâmica | Pó de Ouro
MRSJ_19591, material-3, Madeira
MINC_233698, material, 
MINC_205561, material, Madeira > Cedro | Madeira > Jacarandá
MINC_105269, material, Argila > Barro | Esmalte | Verniz
MRCO_36019, material-9, madeira | palinha
MCHE_47261, materiais, Prata
MCPR_37885, material, Metal
MCHE_44281, materiais, Cobre | Cristal Bacará
MINC_228091, material, 
MCHA_21990, materiais_tecnicas-2, Porcelana
MCHE_42755, materiais, Prata
MINC_162687, material, Latão
MINC_186089, material, Madeira > Jacarandá | Palha > Junco
MCHE_64843, materiais, Cobre | Cristal Bacará
MCHE_43818, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_99967, material, Madeira
MCBC_9901, material, Madeira | Metal
MCHE_60656, materiais, Madeira | Palhinha
MCHA_20153, materiais_tecnicas-2, Porcelana
MCHE_41625, materiais, Madeira | Palhinha
MASB_60481, material, Metal > Ferro | Metal > Latão
MCBC_11700, material, Madeira > Ébano | Metal
MCHE_65115, materiais, Cobre | Cristal Bacará
MCHE_69006, materiais, Cerâmica | Pó de Ouro
MRCO_36155, material-9, esmalte | porcelana | tinta
MCHE_43631, materiais, Cerâmica | Pó de Ouro | Tinta
MCHA_25760, materiais_tecnicas-2, Porcelana
MCHE_68463, materiais, Cerâmica | Pó de Ouro
MINC_72709, material, Ferro | Madeira > Jacarandá
MINC_10756, material, Madeira > Cedro | Madeira > Jacarandá
MOUR_5913, material-tecnica-3, dourada | madeira entalhada | policromada | recortada
MRSJ_21110, material-3, Madeira | Metal
MINC_42216, material, Madeira > Jacarandá
MCHE_53537, materiais, Cerâmica | Pó de Ouro
MINC_119508, material, Cobre | Vidro
MCHE_68826, materiais, Cerâmica | Pó de Ouro
MDIA_31114, material-tecnica-3, madeira | marcenaria | pedra | recorte | torneado
MCHE_40365, materiais, Madeira | Palhinha
MCHA_19059, materiais_tecnicas-2, Porcelana
MCHE_66031, materiais, Cerâmica | Pó de Ouro
MCHE_56422, materiais, Cerâmica | Pó de Ouro
MCPR_30862, material, Não identificado
MCHE_45579, materiais, Vidro
MINC_203225, material, Madeira
MCHA_15654, materiais_tecnicas-2, Madeira | Palhinha
MDIA_31159, material-tecnica-3, fundição | jacarandá | madeira | marcenaria | metal
MCHE_72714, materiais, Cristal
MCHE_43224, materiais, Prata
MCHA_21434, materiais_tecnicas-2, Porcelana
MRCO_36027, material-9, faia | madeira
MCBC_9993, material, Linha | Madeira | Metal | Tecido | Vidro
MINC_139789, material, Folha-de-flandres
MCHE_46806, materiais, Prata
MINC_82552, material, Folha-de-flandres | Madeira | Tintas
MCHA_22343, materiais_tecnicas-2, Porcelana
MHNA_166607, material, porcelana
MINC_30797, material, Aluminato de Prata | Madeira | Tintas
MINC_17987, material, Madeira > Jacarandá
MINC_185859, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHA_19679, materiais_tecnicas-2, Porcelana
MCBC_9298, material, Argila | Vidro > Cristal | Metal
MCBC_10905, material, Madeira | Palhinha
MCHE_75972, materiais, Madeira | Pó de Ouro
MINC_192981, material, Madeira > Jacarandá | Madeira
MINC_186037, material, Madeira > Jacarandá | Palha > Junco
MCHE_75822, materiais, Madeira | Pó de Ouro
MINC_233575, material, 
MCBC_11494, material, Metal | Madeira > Pinho
MDIA_32127, material-tecnica-3, entrançado | madeira | marcenaria | palhinha
MCHE_56392, materiais, Cerâmica | Pó de Ouro
MCHE_65687, materiais, Cerâmica | Pó de Ouro
MCHE_59202, materiais, Prata
MINC_124482, material, Fibra Têxtil > Seda
MCHA_59115, materiais_tecnicas-2, Aluminio | Vidro
MCHE_66456, materiais, Cerâmica | Pó de Ouro
MDIA_31547, material-tecnica-3, madeira | marcenaria
MCHE_68946, materiais, Cerâmica | Pó de Ouro
MCBC_9484, material, Couro | Madeira | Metal | Palhinha
MCHA_20681, materiais_tecnicas-2, Porcelana
MABO_491, material, 
MCHA_38390, materiais_tecnicas-2, Vidro
MCHE_60067, materiais, Prata
MINC_111859, material, Latão
MCHA_19400, materiais_tecnicas-2, Porcelana
MINC_100587, material, Madeira > Cedro | Ferro | Tintas
MRCO_36645, material-9, jacarandá | madeira
MINC_184132, material, Couro | Latão | Madeira
MCHE_51713, materiais, Madeira | Palhinha
MINC_175419, material, Madeira
MCHE_42388, materiais, Prata
MCHE_55814, materiais, Cerâmica | Pó de Ouro | Tinta
MCHE_55428, materiais, Cerâmica | Pó de Ouro
MCHA_27913, materiais_tecnicas-2, Vidro
MINC_188049, material, Madeira > Jacarandá | Palha > Junco
MRSJ_28376, material-3, Folha de Ouro | Tinta | Vidro
MCHE_40618, materiais, Cerâmica | Pó de Ouro
MRCO_36175, material-9, ferro | metal
MBAN_16016, material, Rocha > Argila
MCPR_36861, material, Rocha > Argila
MCHE_68097, materiais, Cerâmica | Pó de Ouro | Tinta
MDIA_31107, material-tecnica-3, corte | fundição | metal | vidro
MRCO_36005, material-9, base | metal > bronze | cristal | mármore | metal | vidro
MCBC_11153, material, Madeira
MDIA_32282, material-tecnica-3, entalhe | fundição | madeira | metal | policromia | tinta
MINC_37554, material, Madeira | Ouro | Tintas
MCHE_70133, materiais, Cobre | Cristal Bacará
MCHA_20582, materiais_tecnicas-2, Porcelana
MCHA_28040, materiais_tecnicas-2, Vidro
MCHE_43287, materiais, Prata
MCHE_45097, materiais, Cobre | Cristal Bacará
MINC_165823, material, Madeira | Tintas
MCHE_51420, materiais, Cerâmica | Pó de Ouro
MCHE_49695, materiais, Prata
MCHE_58364, materiais, Prata
MINC_174820, material, Ferro | Madeira
MCHE_64319, materiais, Espelho de Cristal | Gesso | Madeira | Pó de Ouro
MCHE_65537, materiais, Cerâmica | Pó de Ouro
MINC_43059, material, Folha-de-flandres | Madeira | Tintas
MCBC_9474, material, Couro | Madeira | Metal | Palhinha
MINC_9935, material, Madeira > Cedro
MHNA_167806, material, aço inoxidável
MCBC_11708, material, Madeira > Ébano | Metal
MHNA_167905, material, aço inoxidável
MINC_172568, material, Madeira
MCHA_26817, materiais_tecnicas-2, Vidro
MHNA_163982, material, prata 90
MINC_188268, material, Madeira
MCHE_59053, materiais, Prata
MCHE_51518, materiais, Madeira | Palhinha
MCHA_14720, materiais_tecnicas-2, Espelho | Madeira | Metal
MCHE_63310, materiais, Cerâmica | Pó de Ouro
MCHE_57577, materiais, Madeira | Palhinha
MRCO_36468, material-9, folha de ouro | madeira | tinta
MOUR_5442, material-tecnica-3, entalhe | madeira | metal | recorte
MCHE_49201, materiais, Cristal | Metal
MINC_123915, material, Folha-de-flandres
MCHA_21874, materiais_tecnicas-2, Porcelana
MRSJ_27678, material-3, Folha de Ouro | Tinta | Vidro
MCHE_71794, materiais, Cristal | Ferro | Opalina | Tinta com Pó de Ouro
MCHA_23167, materiais_tecnicas-2, Porcelana
MINC_5528, material, Folha-de-flandres | Madeira | Tintas
MCBC_11684, material, Madeira > Ébano | Metal
MCHE_53173, materiais, Cerâmica | Pó de Ouro
MINC_174556, material, Ferro | Madeira
MCHE_62728, materiais, Cristal
MINC_36454, material, Ferro | Latão | Madeira
MCHA_22813, materiais_tecnicas-2, Porcelana
MCHE_44858, materiais, Cobre | Cristal Bacará
MCBC_10723, material, Madeira | Metal | Vidro
MCPR_32541, material, Tecido > Corino | Metal > Ferro
MINC_186319, material, Madeira > Jacarandá | Palha > Junco
MCHA_37537, materiais_tecnicas-2, Metal
MCHE_55523, materiais, Cerâmica
MINC_42812, material, Ferro | Madeira | Tintas
MCHA_15759, materiais_tecnicas-2, Madeira | Palhinha
MCHE_73183, materiais, Cerâmica | Pó de Ouro
MCHA_14815, materiais_tecnicas-2, Madeira
MCHE_53263, materiais, Cerâmica | Pó de Ouro
MRCO_36003, material-9, base | metal > bronze | cristal | mármore | metal | vidro
MCBC_9208, material, Madeira > Jacarandá | Palhinha
MINC_172726, material, Madeira | Ouro | Tintas
MCHE_75697, materiais, Madeira | Pó de Ouro
MCHE_73271, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_128210, material, Madeira > Jacarandá | Palha > Junco
MDIA_31646, material-tecnica-3, douramento | entalhe | folha de ouro | fundição | madeira | metal | policromia | tinta
MCHE_73782, materiais, Gesso | Madeira | Pó de Ouro
MCBC_10847, material, Vidro
MCHE_55458, materiais, Cerâmica | Pó de Ouro
MRSJ_21601, material-3, Madeira
MINC_234079, material, 
MCHA_20908, materiais_tecnicas-2, Porcelana
MCHE_74854, materiais, Madeira | Palhinha
MCBC_10550, material, Argila | Vidro > Cristal | Madeira | Metal
MBAN_12680, material, Metal > Ferro | Vidro
MINC_229325, material, 
MCHE_53884, materiais, Cerâmica | Pó de Ouro
MCHE_50371, materiais, Madeira | Palhinha
MRSJ_22791, material-3, Madeira | Palhinha
MCHA_21467, materiais_tecnicas-2, Porcelana
MCHE_62189, materiais, Cerâmica
MCHA_26872, materiais_tecnicas-2, Vidro
MRCO_36439, material-9, madeira | prateada | tinta
MINC_162523, material, Latão
MCHE_53323, materiais, Cerâmica | Pó de Ouro
MCHE_70458, materiais, Madeira Jacarandá
MBAN_4844, material, Madeira > Jacarandá | Fibra > Fibra Vegetal > Palhinha
MBAN_16167, material, Rocha > Argila
MCHE_68796, materiais, Cerâmica | Pó de Ouro
MCHE_45986, materiais, Casca de Ovo | Madeira | Marfim | Papel
MINC_208088, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHE_72008, materiais, Cobre | Cristal Bacará
MINC_140902, material, Folha-de-flandres | Tintas
MRSJ_28157, material-3, 
MDIA_30959, material-tecnica-3, fundição | metal
MCPR_38040, material, Metal
MINC_223035, material, Madeira | Prata | Tintas
MINC_201886, material, Madeira > Cedro | Tintas
MCHE_44416, materiais, Cobre | Cristal Bacará
MHNA_163083, material, prata
MCHE_75190, materiais, Madeira | Palhinha
MCHE_53475, materiais, Cerâmica | Pó de Ouro
MCHE_61426, materiais, Prata
MINC_35935, material, Madeira | Pedra > Talcita | Tintas
MCBC_9488, material, Madeira > Jacarandá | Palhinha
MCHE_57012, materiais, Prata
MCHA_37567, materiais_tecnicas-2, Metal
MCBC_10839, material, Vidro > Cristal
MCHE_56452, materiais, Cerâmica | Pó de Ouro
MCHE_42725, materiais, Prata
MCHE_61337, materiais, Prata
MDIA_33780, material-tecnica-3, decalcomania | porcelana | queima | tinta
MCHE_64945, materiais, Cobre | Cristal Bacará
MCHE_44620, materiais, Cobre | Cristal Bacará
MCHE_54833, materiais, Madeira | Palhinha
MCHE_44450, materiais, Cobre | Cristal Bacará
MCHE_75997, materiais, Madeira | Pó de Ouro
MBAN_5636, material, Rocha > Argila
MINC_33969, material, Madeira | Tintas
MCHE_74565, materiais, Gesso | Madeira | Pó de Ouro
MDIA_31557, material-tecnica-3, madeira | marcenaria
MINC_208693, material, Ferro | Madeira > Jacarandá
MCHE_58544, materiais, Prata
MCPR_44961, material, Metal > Metal Esmaltado
MINC_41133, material, Madeira > Cedro | Ferro
MCHA_19183, materiais_tecnicas-2, Porcelana
MCHA_19462, materiais_tecnicas-2, Porcelana
MINC_224697, material, 
MCHA_22945, materiais_tecnicas-2, Porcelana
MINC_75684, material, Pedra-sabão
MINC_10800, material, Folha-de-flandres | Tintas | Vidro
MINC_231046, material, 
MCBC_10833, material, Vidro > Cristal
MCHE_44824, materiais, Cobre | Cristal Bacará
MDIA_31293, material-tecnica-3, jacarandá | madeira | marcenaria | marchetaria | pau-marfim
MINC_170870, material, Madeira
MCHE_52207, materiais, Cristal
MCHE_58484, materiais, Prata
MCHE_63545, materiais, Cerâmica | Pó de Ouro
MCHE_68856, materiais, Cerâmica | Pó de Ouro
MCHE_56245, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_210245, material, Ferro
MCBC_11648, material, Madeira > Ébano | Metal
MINC_174349, material, Madeira
MCHE_58274, materiais, Prata
MINC_142354, material, Folha-de-flandres | Tintas
MCHE_40648, materiais, Cerâmica | Pó de Ouro | Tinta
MBAN_5939, material, Rocha > Argila
MCHE_58008, materiais, Prata
MCHE_49632, materiais, Prata
MCHE_61397, materiais, Prata
MCHE_55754, materiais, Cerâmica | Pó de Ouro
MHNA_163403, material, aço | prata
MHNA_168030, material, cristal
MINC_231860, material, 
MCHE_47226, materiais, Madeira | Palhinha
MCHE_64191, materiais, Cerâmica | Pó de Ouro
MDIA_31948, material-tecnica-3, cerâmica | decalcomania | esmalte | porcelana | queima | tinta
MCPR_37947, material, Metal
MRCO_36854, material-9, ferro | metal
MCHA_21137, materiais_tecnicas-2, Porcelana
MCHE_40812, materiais, Madeira | Palhinha
MCPR_33678, material, Metal
MRSJ_28289, material-3, Folha de Ouro | Porcelana | Tinta
MCHE_74430, materiais, Gesso | Madeira | Pó de Ouro
MCHE_67554, materiais, Cerâmica | Pó de Ouro
MINC_205614, material, Ferro | Madeira
MCHE_57829, materiais, Metal | Prata
MRCO_35826, material-9, folha de ouro | madeira | tinta
MDIA_33727, material-tecnica-3, corte | fundição | metal | monocromia | tinta | vidro
MCHE_48807, materiais, Vidro
MCBC_10891, material, Madeira | Palhinha
MINC_172859, material, Madeira | Ouro | Tintas
MCHE_74752, materiais, Madeira | Palhinha
MINC_192184, material, Madeira
MDIA_31617, material-tecnica-3, douramento | entalhe | folha de ouro | fundição | madeira | metal | policromia | tinta
MRCO_36107, material-9, ferro | metal
MCHE_73593, materiais, Gesso | Madeira | Pó de Ouro
MCHE_43756, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_10655, material, Cobre | Vidro
MCHE_50435, materiais, Madeira | Palhinha
MCPR_37823, material, Metal
MDIA_33787, material-tecnica-3, decalcomania | porcelana | queima | tinta
MCBC_10849, material, Vidro
MCHE_56335, materiais, Linha de Algodão
MCBC_9204, material, Madeira > Jacarandá | Mármore
MRCO_35961, material-9, madeira | palinha
MCHE_75747, materiais, Madeira | Pó de Ouro
MRCO_36159, material-9, porcelana | tinta
MINC_43103, material, Ferro | Madeira | Vidro
MCHE_67906, materiais, Madeira | Palhinha
MCHE_54197, materiais, Prata
MINC_140770, material, Folha-de-flandres | Tintas
MCHE_64716, materiais, Cerâmica | Pó de Ouro
MCHE_75157, materiais, Ferro | Madeira | Palhinha
MINC_184907, material, Folha-de-flandres | Madeira | Ouro
MCHE_46125, materiais, Linha de Algodão | Linho
MCHE_62346, materiais, Cristal
MINC_226590, material, 
MCHE_67359, materiais, Madeira | Palhinha
MCHA_47091, materiais_tecnicas-2, Vidro
MINC_174102, material, Madeira > Jacarandá
MRCO_36125, material-9, esmalte | porcelana | tinta
MINC_83862, material, Prata
MHNA_168129, material, cristal
MCHE_73674, materiais, Gesso | Madeira | Pó de Ouro
MINC_231911, material, 
MCHA_23334, materiais_tecnicas-2, Porcelana
MRSJ_24250, material-3, Folha de Ouro | Madeira | Tinta
MCHE_66275, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_140196, material, Folha-de-flandres | Tintas
MINC_124582, material, Folha-de-flandres | Tintas
MHNA_166899, material, porcelana
MCHA_22239, materiais_tecnicas-2, Porcelana
MCHA_26764, materiais_tecnicas-2, Vidro
MBAN_2219, material, Pedra > Pedra sabão
MCHA_20318, materiais_tecnicas-2, Porcelana
MCHE_59739, materiais, Prata
MINC_209235, material, Madeira
MINC_141078, material, Folha-de-flandres | Tintas
MCHA_27888, materiais_tecnicas-2, Vidro
MCHE_59797, materiais, Prata
MOUR_5247, material-tecnica-3, ferro fundido | madeira | marcenaria
MDIA_34148, material-tecnica-3, entalhe | madeira | marcenaria
MCHE_49034, materiais, Cristal | Metal
MINC_162483, material, Latão
MCHE_56275, materiais, Prata
MCBC_11512, material, Madeira | Metal | Tinta
MRSJ_24117, material-3, Folha de Ouro | Madeira
MHNA_159708, material, cristal
MCHE_43350, materiais, Prata
MINC_116817, material, Ferro | Latão
MCHE_45920, materiais, Ferro
MCBC_11650, material, Madeira > Ébano | Metal
MINC_89210, material, Ferro | Fibra Têxtil | Folha-de-flandres
MCHE_66093, materiais, Cerâmica | Pó de Ouro
MCHE_44654, materiais, Cobre | Cristal Bacará
MCHE_65418, materiais, Cerâmica | Pó de Ouro
MINC_123956, material, Folha-de-flandres
MDIA_32302, material-tecnica-3, corte | fundição | madeira | marcenaria | mármore | metal | pedra
MDIA_32118, material-tecnica-3, entrançado | madeira | marcenaria | palhinha
MDIA_31686, material-tecnica-3, douramento | entalhe | folha de ouro | madeira | policromia | tinta
MCHE_40199, materiais, Cerâmica
MRSJ_23201, material-3, Madeira | Palhinha
MCBC_9206, material, Madeira > Jacarandá | Palhinha
MINC_223501, material, 
MINC_162315, material, Latão
MINC_205668, material, Madeira
MCBC_10277, material, Madeira | Palhinha
MINC_140990, material, Folha-de-flandres | Tintas
MCHE_61152, materiais, Prata
MINC_47424, material, Argila > Caolim | Esmalte
MINC_112359, material, Bronze
MCHE_50730, materiais, Cerâmica
MINC_233115, material, Alabastro | Conchas | Madeira
MCHE_49539, materiais, Ferro
MCHE_54773, materiais, Cerâmica | Pó de Ouro
MBAN_7583, material, Madeira > Jacarandá | Metal | Madeira > Peroba branca
MCPR_45043, material, Metal > Metal Esmaltado
MHNA_160087, material, melamina
MCHE_75647, materiais, Madeira | Pó de Ouro
MINC_30753, material, Madeira | Ouro | Tintas
MRCO_36023, material-9, madeira | palinha
MCBC_9476, material, Couro | Madeira | Metal | Palhinha
MCHA_18625, materiais_tecnicas-2, Porcelana
MCBC_11419, material, Argila | Vidro > Cristal | Madeira | Metal
MCHE_71120, materiais, Madeira | Mármore
MINC_185542, material, Ferro | Madeira
MINC_84232, material, Madeira > Cedro | Ferro | Tintas
MINC_228699, material, 
MCHE_64616, materiais, Cerâmica | Pó de Ouro
MCHE_72628, materiais, Cristal
MCHE_44213, materiais, Cobre | Cristal Bacará
MCHE_55274, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_99905, material, Madeira > Jacarandá
MCHE_71470, materiais, Cobre | Cristal Bacará
MCHE_76147, materiais, Madeira | Pó de Ouro
MASB_47566, material, Metal > Latão
MINC_47053, material, Argila > Caolim | Esmalte | Ouro
MRCO_36133, material-9, esmalte | porcelana | tinta
MCHE_75797, materiais, Madeira | Pó de Ouro
MINC_47332, material, Argila > Caolim | Esmalte
MCBC_11678, material, Madeira > Ébano | Metal
MRCO_35836, material-9, madeira
MCHE_45331, materiais, Vidro
MINC_185013, material, Couro | Madeira > Jacarandá | Latão
MCHE_60127, materiais, Prata
MINC_127934, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHE_41693, materiais, Madeira | Metal | Palhinha
MINC_231779, material, 
MCHE_73998, materiais, Gesso | Madeira | Pó de Ouro
MCHE_51270, materiais, Cerâmica | Pó de Ouro
MCHE_66606, materiais, Cerâmica | Pó de Ouro
MCBC_10439, material, Madeira | Metal | Papelão | Tinta | Vidro
MCHE_51300, materiais, Cerâmica | Pó de Ouro
MINC_10609, material, Cobre | Vidro
MCHE_73971, materiais, Gesso | Madeira | Pó de Ouro
MRCO_36852, material-9, ferro | metal
MCBC_10765, material, Vidro > Cristal
MCBC_11506, material, Argila | Vidro > Cristal | Metal
MRSJ_21030, material-3, Madeira | Metal
MCHE_65477, materiais, Cerâmica | Pó de Ouro
MCHE_42878, materiais, Prata
MCHE_54961, materiais, Cerâmica | Pó de Ouro
MHNA_162758, material, aço | prata
MCHE_49754, materiais, Prata
MINC_228585, material, 
MASB_52044, material, Metal > Latão | Plástico
MRCO_36099, material-9, ferro | metal
MBAN_14228, material, Madeira
MINC_80099, material, Ferro | Madeira | Tintas
MINC_163456, material, Latão
MINC_43322, material, Madeira > Canela-parda | Ouro | Tintas
MDIA_32277, material-tecnica-3, entalhe | fundição | madeira | metal | policromia | tinta
MDIA_31315, material-tecnica-3, escultura | madeira | marcenaria | marchetaria | marfim
MINC_225565, material, 
MCHE_53383, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_186884, material, Madeira > Jacarandá
MRCO_35975, material-9, madeira | palinha
MCHE_63605, materiais, Cerâmica | Pó de Ouro
MCHA_27838, materiais_tecnicas-2, Vidro
MCBC_10647, material, Metal > Prata
MINC_175676, material, Madeira
MCHE_51090, materiais, Cerâmica | Pó de Ouro
MCBC_10641, material, Metal > Prata
MHNA_162889, material, aço | prata
MINC_39434, material, Ferro | Madeira > Vinhático
MINC_188855, material, Madeira > Jacarandá | Palha > Junco
MCHA_20940, materiais_tecnicas-2, Porcelana
MHNA_163786, material, prata 90
MCHE_50897, materiais, Cerâmica | Pó de Ouro
MCHE_54563, materiais, Cerâmica | Pó de Ouro
MINC_233801, material, 
MCBC_9478, material, Couro | Madeira | Metal | Palhinha
MCHE_73890, materiais, Gesso | Madeira | Pó de Ouro
MINC_36355, material, Ferro | Madeira > Jacarandá
MHNA_166257, material, porcelana
MINC_47378, material, Argila > Caolim | Esmalte
MCHE_58038, materiais, Prata
MHNA_163647, material, prata
MCHE_44010, materiais, Madeira
MINC_111536, material, Latão
MINC_203625, material, Ferro | Madeira > Jacarandá
MCHE_66366, materiais, Cerâmica | Pó de Ouro
MCHE_55149, materiais, Prata
MINC_140416, material, Folha-de-flandres | Tintas
MRSJ_21560, material-3, Madeira | Metal
MDIA_31496, material-tecnica-3, cinzelagem | fundição | metal
MCHE_51330, materiais, Cerâmica | Pó de Ouro
MINC_73140, material, Madeira > Canela-parda | Ferro | Tintas
MINC_228821, material, 
MCBC_10287, material, Argila | Vidro > Cristal | Metal
MCBC_10450, material, Metal
MINC_141958, material, Folha-de-flandres | Tintas
MINC_42057, material, Couro | Madeira > Jacarandá
MDIA_31953, material-tecnica-3, cerâmica | decalcomania | esmalte | porcelana | queima | tinta
MINC_189317, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHA_25205, materiais_tecnicas-2, Porcelana
MCHE_57279, materiais, Vidro
MCHE_42320, materiais, Cristal
MCHE_62948, materiais, Cerâmica | Pó de Ouro
MCHA_20972, materiais_tecnicas-2, Porcelana
MCHE_59083, materiais, Prata
MCHE_70493, materiais, Madeira | Metal | Palhinha
MINC_70992, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHE_54653, materiais, Cerâmica | Pó de Ouro
MCHA_15585, materiais_tecnicas-2, Madeira | Palhinha
MRSJ_24337, material-3, Folha de Ouro | Madeira | Metal | Tinta
MINC_5480, material, Ferro | Madeira > Jacarandá | Madeira > Sucupira
MCHA_19276, materiais_tecnicas-2, Porcelana
MINC_35354, material, Madeira | Pedra > Talcita | Tintas
MINC_111618, material, Latão
MCHE_61680, materiais, Cerâmica | Pó de Ouro | Tinta
MCHE_71291, materiais, Cetim | Linha de Algodão
MRCO_35921, material-9, madeira | metal | tinta
MCHA_21236, materiais_tecnicas-2, Porcelana
MCHE_40456, materiais, Madeira | Palhinha
MINC_208589, material, Madeira
MCBC_10769, material, Argila | Tinta
MINC_224237, material, 
MDIA_33825, material-tecnica-3, douramento | folha de ouro | pintura | porcelana | queima | tinta
MCHA_18501, materiais_tecnicas-2, Porcelana
MCHE_66516, materiais, Cerâmica | Pó de Ouro
MINC_182759, material, Madeira | Ouro | Tintas
MCHE_73329, materiais, Prata
MINC_124769, material, Folha-de-flandres
MCHA_19803, materiais_tecnicas-2, Porcelana
MCHE_46152, materiais, Linha de Algodão | Linho
MCHE_66486, materiais, Cerâmica | Pó de Ouro
MINC_207368, material, Madeira > Imbuia | Madeira > Jacarandá
MRCO_36509, material-9, madeira | palinha
MCHE_50063, materiais, Metal | Prata
MINC_166185, material, Madeira
MINC_87879, material, Prata
MINC_141122, material, Folha-de-flandres | Tintas
MCHE_43787, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_85265, material, Madeira | Tintas
MINC_155886, material, Ferro
MINC_34060, material, Estanho | Tintas
MINC_180472, material, Ferro
MCHE_44348, materiais, Cobre | Cristal Bacará
MABO_496, material, prata
MBAN_12486, material, Madeira
MCBC_10075, material, Argila
MCHE_63727, materiais, Cerâmica | Pó de Ouro
MINC_142090, material, Folha-de-flandres | Tintas
MCHA_21203, materiais_tecnicas-2, Porcelana
MDIA_31977, material-tecnica-3, cerâmica | esmalte | porcelana | queima | tinta
MBAN_1713, material, Madeira
MINC_230750, material, 
MINC_223692, material, 
MCHA_18811, materiais_tecnicas-2, Porcelana
MCHE_72367, materiais, Cristal
MINC_116531, material, Ferro | Madeira > Jacarandá | Madeira
MRCO_36456, material-9, madeira | tinta
MCHE_56740, materiais, Madeira | Palhinha
MRCO_36151, material-9, esmalte | porcelana | tinta
MINC_172102, material, Madeira > Jacarandá | Madeira
MINC_228427, material, 
MCBC_11438, material, Argila | Verniz
MASB_61738, material, Madeira > Cedro
MINC_41088, material, Opalina
MINC_188699, material, Ferro | Madeira
MINC_208193, material, Madeira > Jacarandá | Palha > Junco | Madeira
MRSJ_21805, material-3, Madeira
MINC_206146, material, Ferro | Madeira
MINC_41847, material, Ferro | Madeira | Tintas
MCHE_73007, materiais, Cerâmica | Pó de Ouro
MASB_63559, material, Metal > Prata
MINC_208035, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHE_62600, materiais, Cerâmica | Tinta
MCBC_9454, material, Vidro
